datetime,final,cred,swiggy
2023-05-05 08:34:39.962390,[],"[""If secrets make you uncomfortable, don't read further.With this update, our developers promise fixes and upgrades that perfect your CRED experience.At least, that's what they're allowed to promise everyone.But this update also contains a secret experience.Available only for a select few members. For now.So if you get access to it, congratulations.And if you don't, aren't you glad you're not the type to let a secret bother you?"", ""If secrets make you uncomfortable, don't read further.With this update, our developers promise fixes and upgrades that perfect your CRED experience.At least, that's what they're allowed to promise everyone.But this update also contains a secret experience.Available only for a select few members. For now.So if you get access to it, congratulations.And if you don't, aren't you glad you're not the type to let a secret bother you?""]","[""BREAKING NEWSRestaurants & Cafés across India have been swamped with crowds like never before. Meetings have been moved to Dine-ins & CEOs have been spotted raising rounds of drinks for their employees xDWhy, you may think?GIRF(GREAT INDIAN RESTAURANT FESTIVAL) is happening on Swiggy for the 1st time from 12 April to 4 June, 2023. Users can avail Flat 50% off on their dining out bills at 5000+ restaurants across 34 cities. Yep, you read that right: Flat 50%! So, what's your excuse for dining-out?"", ""BREAKING NEWSRestaurants & Cafés across India have been swamped with crowd like never before. Meetings have been moved to Dine-ins & CEOs have been spotted raising rounds of drinks for their employees xDWhy, you may think?GIRF(GREAT INDIAN RESTAURANT FESTIVAL) is happening on Swiggy for the 1st time from 12 April to 4 June 2023. Users can avail Flat 50% off on their dining out bills at 5000+ restaurants across 34 cities. Yep, you read that right:Flat 50% So, what's your excuse for dining-out?""]"
